1389.68,-1.604,-0.12,562003,78977,2018-09-14 09:33:42
1389.23,-2.054,-0.15,583703,82095,2018-09-14 09:33:51
1389.14,-2.141,-0.15,593954,83575,2018-09-14 09:33:57
1389.04,-2.244,-0.16,615855,86576,2018-09-14 09:34:06
1389.12,-2.160,-0.16,625118,87877,2018-09-14 09:34:12
1389.77,-1.512,-0.11,632276,89061,2018-09-14 09:34:15
1389.42,-1.861,-0.13,645315,90885,2018-09-14 09:34:21
1389.86,-1.418,-0.10,658530,92885,2018-09-14 09:34:27
1389.41,-1.870,-0.13,669574,94509,2018-09-14 09:34:27
1389.81,-1.468,-0.11,686554,97117,2018-09-14 09:34:42
1391.07,-0.209,-0.02,698011,98825,2018-09-14 09:34:48
1391.22,-0.055,-0.00,716367,101345,2018-09-14 09:34:54
1391.05,-0.226,-0.02,725589,102686,2018-09-14 09:34:57
1391.14,-0.139,-0.01,734414,104297,2018-09-14 09:35:06
1391.88,0.599,0.04,743866,105662,2018-09-14 09:35:12
1392.85,1.568,0.11,760594,108087,2018-09-14 09:35:18
1392.63,1.349,0.10,770276,109690,2018-09-14 09:35:24
1392.69,1.415,0.10,775861,110539,2018-09-14 09:35:27
1393.01,1.732,0.12,784051,111898,2018-09-14 09:35:30
1393.45,2.172,0.16,794029,113459,2018-09-14 09:35:39
1393.66,2.384,0.17,808480,115439,2018-09-14 09:35:45
1393.94,2.664,0.19,821051,117203,2018-09-14 09:35:51
1394.33,3.053,0.22,834106,118866,2018-09-14 09:35:57
1393.95,2.667,0.19,839222,119751,2018-09-14 09:36:00
1394.53,3.253,0.23,852516,121584,2018-09-14 09:36:06
1394.87,3.595,0.26,864179,123432,2018-09-14 09:36:12
1394.93,3.651,0.26,872709,124863,2018-09-14 09:36:18
1395.53,4.252,0.31,885634,126662,2018-09-14 09:36:24
1395.41,4.129,0.30,895979,128298,2018-09-14 09:36:30
1396.01,4.733,0.34,924158,132491,2018-09-14 09:36:45
1395.81,4.536,0.33,932569,133909,2018-09-14 09:36:51
1395.79,4.514,0.32,944615,135518,2018-09-14 09:36:57
1395.76,4.479,0.32,956576,137232,2018-09-14 09:37:03
1395.69,4.411,0.32,968455,138822,2018-09-14 09:37:09
1395.97,4.691,0.34,979951,140406,2018-09-14 09:37:12
1395.94,4.662,0.34,992999,142203,2018-09-14 09:37:21
1396.07,4.791,0.34,1002838,143684,2018-09-14 09:37:27
1396.02,4.740,0.34,1006754,144314,2018-09-14 09:37:30
1396.18,4.903,0.35,1016915,145625,2018-09-14 09:37:36
1396.17,4.891,0.35,1026727,147059,2018-09-14 09:37:42
1396.45,5.174,0.37,1034252,148140,2018-09-14 09:37:48
1396.21,4.935,0.35,1043100,149485,2018-09-14 09:37:54
1396.32,5.038,0.36,1048215,150231,2018-09-14 09:38:00
1396.39,5.111,0.37,1057545,151388,2018-09-14 09:38:00
1396.37,5.089,0.37,1064925,152679,2018-09-14 09:38:09
1395.99,4.708,0.34,1073474,154201,2018-09-14 09:38:15
1396.22,4.940,0.36,1083881,155867,2018-09-14 09:38:21
1396.01,4.731,0.34,1093162,157332,2018-09-14 09:38:27
1395.80,4.521,0.32,1103517,158781,2018-09-14 09:38:33
1396.03,4.750,0.34,1108113,159492,2018-09-14 09:38:33
1395.81,4.527,0.33,1121860,161272,2018-09-14 09:38:42
1395.84,4.561,0.33,1130512,162650,2018-09-14 09:38:48
1395.54,4.258,0.31,1140354,163972,2018-09-14 09:38:54
1395.61,4.330,0.31,1150752,165595,2018-09-14 09:39:00
1395.44,4.158,0.30,1160392,167200,2018-09-14 09:39:06
1395.31,4.033,0.29,1172595,168946,2018-09-14 09:39:09
1395.22,3.944,0.28,1176194,169467,2018-09-14 09:39:12
1394.94,3.663,0.26,1185412,170882,2018-09-14 09:39:21
1394.37,3.087,0.22,1194830,172216,2018-09-14 09:39:27
1394.73,3.455,0.25,1203454,173442,2018-09-14 09:39:33
1394.83,3.548,0.26,1212765,175083,2018-09-14 09:39:39
1394.47,3.192,0.23,1221096,176376,2018-09-14 09:39:45
1393.98,2.699,0.19,1226196,177146,2018-09-14 09:39:51
1394.10,2.816,0.20,1237304,178660,2018-09-14 09:39:57
1394.20,2.920,0.21,1243630,179314,2018-09-14 09:39:57
1393.81,2.535,0.18,1253486,181105,2018-09-14 09:40:03
1393.89,2.606,0.19,1267269,182781,2018-09-14 09:40:12
1393.70,2.419,0.17,1278030,184184,2018-09-14 09:40:18
1393.76,2.485,0.18,1286238,185465,2018-09-14 09:40:24
1393.55,2.269,0.16,1294197,186673,2018-09-14 09:40:30
1393.52,2.238,0.16,1301868,187766,2018-09-14 09:40:33
1393.44,2.163,0.16,1308036,188780,2018-09-14 09:40:42
1393.29,2.014,0.14,1315694,189931,2018-09-14 09:40:45
1393.12,1.840,0.13,1320456,190801,2018-09-14 09:40:51
