12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:28:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
12.070,12.070,12.110,12.070,12.070,20500,247435.000,0.00072,2018-09-06 09:29:03
