0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:23:03
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:06
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:06
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:06
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:06
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:06
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:33
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:33
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:33
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:51
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:24:51
0.000,0.000,7.460,0.000,0.000,0,0.000,0.00000,2018-09-07 09:25:00
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:25:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:26:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:26:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:26:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:26:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:26:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
7.520,7.520,7.460,7.520,7.520,2100,15792.000,0.00024,2018-09-07 09:27:03
